User ID;Dataset Name;Dataset ID;Task Name;Task ID;Media File;Media Duration;Answer;Timestamp;Decision Time;Playback Count;Bad File?
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0460886338.wav;0.4;Junk;2019-07-08 13:57:31+00:00;3581;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0716511170.wav;0.4;Junk;2019-07-08 13:57:40+00:00;5754;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0917003647.wav;0.4;Non-canonical;2019-07-08 13:59:41+00:00;119272;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0385364252.wav;0.31;Junk;2019-07-08 13:59:44+00:00;1545;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0701385985.wav;0.4;Junk;2019-07-08 13:59:51+00:00;4777;3;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0413182506.wav;0.38;Junk;2019-07-08 13:59:55+00:00;1706;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0429486564.wav;0.4;Junk;2019-07-08 14:00:00+00:00;3470;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0908003774.wav;0.4;Junk;2019-07-08 14:00:06+00:00;3622;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0282957734.wav;0.4;Non-canonical;2019-07-08 14:00:11+00:00;2898;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0378456676.wav;0.4;Junk;2019-07-08 14:00:16+00:00;3243;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0830988260.wav;0.4;Non-canonical;2019-07-08 14:00:20+00:00;2660;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0840286693.wav;0.4;Canonical;2019-07-08 14:00:30+00:00;6743;5;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0632248624.wav;0.4;Non-canonical;2019-07-08 14:00:38+00:00;6021;3;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0820419126.wav;0.4;Non-canonical;2019-07-08 14:00:43+00:00;3256;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0302034195.wav;0.34;Junk;2019-07-08 14:00:47+00:00;2595;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0608348492.wav;0.33;Canonical;2019-07-08 14:01:22+00:00;33024;3;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0590994902.wav;0.4;Non-canonical;2019-07-08 14:01:26+00:00;1897;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0965693945.wav;0.4;Junk;2019-07-08 14:01:30+00:00;1688;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0230647665.wav;0.4;Non-canonical;2019-07-08 14:01:34+00:00;2860;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0026144326.wav;0.4;Non-canonical;2019-07-08 14:01:38+00:00;2261;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0671046104.wav;0.4;Junk;2019-07-08 14:01:43+00:00;3092;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0666483447.wav;0.4;Non-canonical;2019-07-08 14:01:50+00:00;4136;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0710774612.wav;0.4;Crying;2019-07-08 14:01:55+00:00;3170;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0572288311.wav;0.4;Non-canonical;2019-07-08 14:01:59+00:00;2096;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0993338273.wav;0.4;Junk;2019-07-08 14:02:03+00:00;2041;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0936841468.wav;0.4;Crying;2019-07-08 14:02:07+00:00;2010;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0035556845.wav;0.4;Non-canonical;2019-07-08 14:02:10+00:00;1774;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0566682446.wav;0.36;Non-canonical;2019-07-08 14:02:17+00:00;5371;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0989265227.wav;0.4;Junk;2019-07-08 14:02:21+00:00;2019;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0685072108.wav;0.36;Junk;2019-07-08 14:02:25+00:00;1908;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0907847719.wav;0.4;Junk;2019-07-08 14:02:30+00:00;3943;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0685290213.wav;0.4;Junk;2019-07-08 14:02:39+00:00;5967;3;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0107027065.wav;0.4;Junk;2019-07-08 14:02:43+00:00;2205;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0803053755.wav;0.4;Junk;2019-07-08 14:02:47+00:00;1640;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0348442667.wav;0.28;Junk;2019-07-08 14:02:50+00:00;1451;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0216668711.wav;0.4;Junk;2019-07-08 14:02:53+00:00;1253;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0204468214.wav;0.4;Junk;2019-07-08 14:02:56+00:00;1573;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0758206672.wav;0.4;Junk;2019-07-08 14:03:00+00:00;1861;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0005810914.wav;0.4;Junk;2019-07-08 14:03:04+00:00;1837;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0386458433.wav;0.4;Crying;2019-07-08 14:03:07+00:00;1785;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0906905986.wav;0.2;Non-canonical;2019-07-08 14:03:11+00:00;2567;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0709366245.wav;0.4;Crying;2019-07-08 14:03:18+00:00;3529;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0430710270.wav;0.4;Non-canonical;2019-07-08 14:03:24+00:00;3910;3;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0989506026.wav;0.26;Junk;2019-07-08 14:03:27+00:00;1614;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0299176406.wav;0.29;Junk;2019-07-08 14:03:30+00:00;1562;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0975813447.wav;0.4;Junk;2019-07-08 14:03:34+00:00;1635;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0193817354.wav;0.16;Junk;2019-07-08 14:03:37+00:00;1749;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0570127962.wav;0.4;Non-canonical;2019-07-08 14:03:41+00:00;2182;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0990280530.wav;0.13;Junk;2019-07-08 14:03:44+00:00;1975;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0118336690.wav;0.4;Non-canonical;2019-07-08 14:03:48+00:00;2097;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0122304651.wav;0.15;Junk;2019-07-08 14:03:52+00:00;1741;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0270596026.wav;0.4;Junk;2019-07-08 14:03:57+00:00;2396;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0193109897.wav;0.18;Junk;2019-07-08 14:04:01+00:00;2235;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0451075236.wav;0.4;Junk;2019-07-08 14:04:04+00:00;1249;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0965967149.wav;0.4;Junk;2019-07-08 14:04:07+00:00;1237;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0028114516.wav;0.5;Junk;2019-07-08 14:04:10+00:00;1357;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0752437476.wav;0.46;Junk;2019-07-08 14:04:14+00:00;1764;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0108976563.wav;0.4;Junk;2019-07-08 14:04:17+00:00;1164;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0151540921.wav;0.26;Non-canonical;2019-07-08 14:04:21+00:00;2585;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0286277583.wav;0.4;Junk;2019-07-08 14:04:25+00:00;1969;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0103756965.wav;0.17;Junk;2019-07-08 14:04:28+00:00;1607;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0196200686.wav;0.4;Junk;2019-07-08 14:04:36+00:00;4898;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0221234653.wav;0.4;Junk;2019-07-08 14:04:39+00:00;1960;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0653434636.wav;0.36;Junk;2019-07-08 14:04:45+00:00;3359;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0709448901.wav;0.16;Junk;2019-07-08 14:04:48+00:00;1825;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0407532196.wav;0.4;Crying;2019-07-08 14:04:52+00:00;1971;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0992995977.wav;0.4;Non-canonical;2019-07-08 14:04:57+00:00;3353;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0208145156.wav;0.4;Non-canonical;2019-07-08 14:05:01+00:00;1834;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0814113643.wav;0.4;Junk;2019-07-08 14:05:05+00:00;2537;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0200566602.wav;0.41;Non-canonical;2019-07-08 14:05:09+00:00;2494;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0730688748.wav;0.4;Junk;2019-07-08 14:05:13+00:00;2001;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0031740454.wav;0.42;Junk;2019-07-08 14:05:19+00:00;3643;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0965376854.wav;0.4;Junk;2019-07-08 14:05:24+00:00;3051;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0612303926.wav;0.2;Junk;2019-07-08 14:05:29+00:00;3291;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0684208047.wav;0.16;Junk;2019-07-08 14:05:34+00:00;3014;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0556123015.wav;0.39;Non-canonical;2019-07-08 14:05:38+00:00;2515;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0085287314.wav;0.4;Junk;2019-07-08 14:05:42+00:00;1995;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0852251199.wav;0.4;Junk;2019-07-08 14:05:45+00:00;1419;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0603415755.wav;0.19;Junk;2019-07-08 14:05:50+00:00;3119;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0464880412.wav;0.4;Junk;2019-07-08 14:05:53+00:00;1526;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0910383978.wav;0.4;Junk;2019-07-08 14:05:57+00:00;1344;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0528326872.wav;0.4;Non-canonical;2019-07-08 14:06:03+00:00;3872;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0359268030.wav;0.4;Junk;2019-07-08 14:06:06+00:00;1277;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0426583288.wav;0.4;Junk;2019-07-08 14:06:10+00:00;1585;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0514756632.wav;0.4;Non-canonical;2019-07-08 14:06:13+00:00;1603;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0855947210.wav;0.4;Canonical;2019-07-08 14:06:18+00:00;3379;2;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0852838914.wav;0.4;Canonical;2019-07-08 14:06:22+00:00;1555;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0840618819.wav;0.4;Non-canonical;2019-07-08 14:06:25+00:00;1653;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0659616141.wav;0.4;Junk;2019-07-08 14:06:29+00:00;1979;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0666476314.wav;0.29;Junk;2019-07-08 14:06:32+00:00;1441;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0253256483.wav;0.45;Junk;2019-07-08 14:06:36+00:00;1851;1;False
482;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0747273813.wav;0.4;Non-canonical;2019-07-08 14:06:41+00:00;2399;1;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0747273813.wav;0.4;Non-canonical;2019-07-08 14:23:04+00:00;15113;1;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0697877752.wav;0.23;Junk;2019-07-08 14:23:11+00:00;5926;1;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0464469991.wav;0.4;Non-canonical;2019-07-08 14:23:17+00:00;3621;1;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0358670119.wav;0.17;Junk;2019-07-08 14:23:44+00:00;25777;1;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0802723349.wav;0.4;Non-canonical;2019-07-08 14:23:49+00:00;2913;1;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0567979785.wav;0.4;Junk;2019-07-08 14:23:54+00:00;3236;1;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0429520281.wav;0.4;Non-canonical;2019-07-08 14:23:58+00:00;2303;1;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0168848914.wav;0.43;Non-canonical;2019-07-08 14:24:02+00:00;2691;1;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0521456548.wav;0.4;Non-canonical;2019-07-08 14:24:21+00:00;16621;2;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0578244286.wav;0.4;Non-canonical;2019-07-08 14:24:26+00:00;3327;1;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0221690931.wav;0.4;Non-canonical;2019-07-08 14:24:40+00:00;10186;3;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0406429386.wav;0.4;Junk;2019-07-08 14:24:44+00:00;2347;1;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0938064169.wav;0.4;Non-canonical;2019-07-08 14:24:51+00:00;4963;2;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0542503686.wav;0.47;Junk;2019-07-08 14:24:55+00:00;2605;1;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0537014507.wav;0.19;Junk;2019-07-08 14:25:00+00:00;3241;2;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0716987750.wav;0.4;Junk;2019-07-08 14:25:07+00:00;5349;2;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0623830558.wav;0.4;Junk;2019-07-08 14:25:11+00:00;2461;1;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0578093317.wav;0.38;Junk;2019-07-08 14:25:18+00:00;4950;2;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0626871735.wav;0.4;Non-canonical;2019-07-08 14:25:24+00:00;4576;2;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0968724805.wav;0.2;Non-canonical;2019-07-08 14:25:29+00:00;3339;1;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0500691428.wav;0.11;Non-canonical;2019-07-08 14:25:38+00:00;5431;2;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0533341624.wav;0.4;Junk;2019-07-08 14:25:45+00:00;4915;2;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0458276916.wav;0.4;Non-canonical;2019-07-08 14:25:49+00:00;2296;1;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0854919312.wav;0.4;Junk;2019-07-08 14:25:58+00:00;7420;3;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0846452429.wav;0.33;Non-canonical;2019-07-08 14:26:04+00:00;4042;2;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0282733136.wav;0.4;Canonical;2019-07-08 14:26:28+00:00;22285;4;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0906631077.wav;0.4;Junk;2019-07-08 14:26:32+00:00;2328;1;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0974354044.wav;0.4;Non-canonical;2019-07-08 14:26:38+00:00;3852;2;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0412389435.wav;0.47;Junk;2019-07-08 14:26:43+00:00;3751;1;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0319526931.wav;0.4;Non-canonical;2019-07-08 15:38:40+00:00;4314420;6;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0843655686.wav;0.4;Junk;2019-07-08 15:38:46+00:00;2771;2;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0763168299.wav;0.4;Junk;2019-07-08 15:38:50+00:00;2117;2;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0814856982.wav;0.4;Non-canonical;2019-07-08 15:38:55+00:00;3352;3;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0011044291.wav;0.4;Non-canonical;2019-07-08 15:38:59+00:00;2314;2;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0513504165.wav;0.4;Non-canonical;2019-07-08 15:39:03+00:00;2309;2;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0525670643.wav;0.4;Canonical;2019-07-08 15:39:07+00:00;2737;2;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0209259187.wav;0.4;Non-canonical;2019-07-08 15:39:11+00:00;2175;2;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0629869220.wav;0.25;Non-canonical;2019-07-08 15:39:16+00:00;3262;3;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0726472338.wav;0.4;Junk;2019-07-08 15:39:21+00:00;3253;1;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0429908925.wav;0.4;Non-canonical;2019-07-08 15:39:25+00:00;2245;2;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0027584028.wav;0.4;Non-canonical;2019-07-08 15:39:31+00:00;3302;2;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0381809681.wav;0.41;Junk;2019-07-08 15:39:36+00:00;2513;2;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0603230271.wav;0.4;Junk;2019-07-08 15:39:39+00:00;2114;1;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0848338436.wav;0.4;Non-canonical;2019-07-08 15:39:44+00:00;3233;3;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0310053886.wav;0.4;Non-canonical;2019-07-08 15:39:48+00:00;2193;1;False
742;the-maturity-of-baby-sounds-part-7;150;please-classify-this-sound-7;225;0060852653.wav;0.2;Junk;2019-07-08 15:39:53+00:00;3115;2;False
